end_date,title,start_time,end_time,start_date,location
"20 
                          May
                          2015",PG Connect May 15,05:30pm,08:00pm,"20 
                          May
                          2015","College Building, Middlesex University, The Burroughs, London, NW4 4BT"
"22 
                          May
                          2015",Book launch: Cathal Doyle,03:00pm,05:00pm,"22 
                          May
                          2015","Room W142, Williams Building, Middlesex University, The Burroughs, London NW4 4BT"
"18 
                          September
                          2015",Sexual Violence Conference,12:30pm,04:30pm,"17 
                          September
                          2015","Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"22 
                          July
                          2015",Cyprus Alumni Reunion - Summer Party,07:30pm,10:00pm,"22 
                          July
                          2015","Galu
Seaside, 34 Mesopotamias Street, Oroklini, Larnaca, B3, Cyprus"
"14 
                          May
                          2015",New Frontiers: Robert Govers: How Countries Can Improve Their Reputation,05:30pm,08:00pm,"14 
                          May
                          2015","C219, Executive Boardroom, College Building, Hendon Campus, Middlesex University"
"15 
                          May
                          2015","Conference: The Armenian Genocide: Coming to Terms with Justice, History and Memory",10:00am,05:30pm,"15 
                          May
                          2015","Committee Room 3, Hendon Town Hall, The Burroughs, London NW4 4AX"
"16 
                          May
                          2015",Social Work Open Day,01:00pm,03:30pm,"16 
                          May
                          2015","Middlesex University, The Burroughs, London NW4 4BT"
"29 
                          April
                          2015",Migration and crisis in Europe: a one-day conference,09:30am,05:00pm,"29 
                          April
                          2015","Committee Room 3, Hendon Town Hall, The Burroughs, London NW4 4AX"
"15 
                          May
                          2015",Mental Health Awareness Week 2015,10:00am,04:00pm,"12 
                          May
                          2015","Middlesex University, The Burroughs, London NW4 4BT"
"13 
                          May
                          2015",Global Tourism and Climate Change: The Policy Options,12:00pm,02:00pm,"13 
                          May
                          2015","C219, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"9 
                          September
                          2015",Have we forgotten something?: MA Fine Art exhibition,10:00am,06:00pm,"4 
                          September
                          2015","Atrium, The Grove, Middlesex University, The Burroughs, London NW4 4BT"
"16 
                          June
                          2015",The Gendered Politics of Production: Girls and Women as Media Producers - A FemGenSex Symposium,09:30am,05:00pm,"16 
                          June
                          2015","College Building, Middlesex University, Hendon, London, NW4 4BT"
"21 
                          April
                          2015","The last throw of the dice? Ethical consultancy, branding and design",03:00pm,05:00pm,"21 
                          April
                          2015","Room CG16, College Building, Middlesex University, Hendon, London, NW4 4BT"
"15 
                          April
                          2015",Night Will Fall: film screening and panel discussion,05:30pm,09:00pm,"15 
                          April
                          2015","Room HG19,
Hatchcroft Building, Middlesex University, The Burroughs, London NW4 4BT"
"22 
                          April
                          2015",Postgraduate Open Evening April 2015,05:00pm,07:30pm,"22 
                          April
                          2015","The Rickett Quadrangle, Hendon campus."
"18 
                          April
                          2015",Supporting Children's Art-Making and Creative Wellbeing,10:00am,01:00pm,"18 
                          April
                          2015","Hendon Campus, The Burroughs, London NW6 4EN"
"8 
                          July
                          2015",Inaugural Professorial Lecture: Professor Stephen Dilworth,05:00pm,07:00pm,"8 
                          July
                          2015","Room C115, College Building, Middlesex University, Hendon, London. NW4 4BT"
"30 
                          March
                          2015",Inaugural Lecture: Professor Robert Cohan CBE,05:00pm,08:00pm,"30 
                          March
                          2015","The Grove Dance Theatre (G190), Grove Building, Middlesex University, Hendon campus, NW4 4BT"
"29 
                          April
                          2015",Religious Studies Research  Seminar: Johan Siebers,04:00pm,06:00pm,"8 
                          April
                          2015","Room C204, College Building. Middlesex University, The Burroughs, Hendon, London NW4 4BT."
"9 
                          April
                          2015",Guest Lecture: Stefan Baumgarten,03:00pm,04:30pm,"9 
                          April
                          2015","Room 1, The Barn. Middlesex University, The Burroughs, Hendon, London NW4 4BT."
"16 
                          April
                          2015","Economics Seminar Series: Prices, Quantity, and Exchange Rate in Offshoring",12:30pm,02:00pm,"16 
                          April
                          2015",Barn 1
"14 
                          April
                          2015",Guest Lecture: Santiago Zabala,04:00pm,06:00pm,"14 
                          April
                          2015","Room C204, College Building. Middlesex University, The Burroughs, Hendon, London NW4 4BT."
"25 
                          March
                          2015",The record of the Coalition Government on policy and outcomes for children under five,05:00pm,07:00pm,"25 
                          March
                          2015","Committee
Room 3, Hendon Town Hall, The Burroughs, London NW4 4AX"
"17 
                          June
                          2015",Inaugural Lecture: Professor Kay Caldwell,04:30pm,07:00pm,"17 
                          June
                          2015","Middlesex University, The Burroughs, London NW4 4BT"
"25 
                          March
                          2015",The Christie Case with Merja Makinen,04:00pm,05:00pm,"25 
                          March
                          2015","Room C122, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"25 
                          March
                          2015",Inaugural Lecture: Professor Mandeep Dhami,04:30pm,07:00pm,"25 
                          March
                          2015","Room C211, College Building, Middlesex University, Hendon, London,"
"25 
                          March
                          2015",Crime Novelist Patrick Redmond,12:30pm,01:30pm,"25 
                          March
                          2015","Room CG76, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"25 
                          March
                          2015",Scriptwriting Workshop with James M Charlton,10:30am,12:30pm,"25 
                          March
                          2015","Room R101, Ravensfield House, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"24 
                          March
                          2015","Three Poets: Shanta Acharya, Anthony Howell and Fawzi Karim",02:30pm,03:30pm,"24 
                          March
                          2015","Room C211, College Building, Middlesex University, The Burroughs, Hendon, London,NW4 4BT"
"24 
                          March
                          2015",Speculative Fiction Authors: Stephanie Saulter and Aliette de Bodard,05:30pm,07:00pm,"24 
                          March
                          2015","Room CG77, College Building, Middlesex University, The Burroughs, Hendon, London,NW4 4BT"
"25 
                          March
                          2015",Children's Books with Mara Bergman,02:30pm,03:30pm,"25 
                          March
                          2015","Room C114, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"24 
                          March
                          2015",Human Rights violations in Mexico. Is Mexico a failed state?,06:00pm,08:00pm,"24 
                          March
                          2015","W142, Williams Building, Middlesex University, The Burroughs, London NW4 4BT"
"25 
                          March
                          2015",The spatial footprint of the knowledge economy,04:00pm,06:00pm,"25 
                          March
                          2015","W142, Williams Building, Middlesex University, The Burroughs, London NW4 4BT"
"24 
                          March
                          2015",Fiction Workshop with Lee Rourke,10:30am,12:30pm,"24 
                          March
                          2015","Room C109, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"24 
                          March
                          2015",Natural Sciences Career Expo,01:00pm,06:00pm,"24 
                          March
                          2015","Rickett Quadrangle, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"24 
                          January
                          2015",Language and Communication Research Seminar: 'At least two classes of quantifiers',01:30pm,03:00pm,"24 
                          March
                          2015","V103, Vine Building, Hendon campus, The Burroughs, London, NW4 4BT"
"24 
                          March
                          2015",Norah Perkins: Curtis Brown Literary Agent,12:30pm,01:30pm,"24 
                          March
                          2015","Room HG09, Hatchcroft Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"23 
                          March
                          2015",James M Charlton: Play reading and book signing,03:00pm,05:30pm,"23 
                          March
                          2015","Grove Atrium, Grove Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"19 
                          March
                          2015",Prehistoric origins of the human mind,04:00pm,06:00pm,"19 
                          March
                          2015","Committee Room 3, Town Hall, The Burroughs, London NW4 4BT"
"20 
                          March
                          2015",Assessing 20 years of welfare reform in the US and the UK,09:00am,04:00pm,"20 
                          March
                          2015","Committee Room 3, Hendon Town Hall, The Burroughs, London NW4 4AX"
"25 
                          March
                          2015",North London Literary Festival 2015,03:00pm,07:00pm,"23 
                          March
                          2015","Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"10 
                          March
                          2015",Language and Communication Research Seminar: mini-stylistics workshop,01:30pm,03:00pm,"10 
                          March
                          2015","V103, Vine Building, Hendon campus, The Burroughs, London, NW4 4BT"
"14 
                          April
                          2015",Inaugural lecture: Dr Giulia Pecorella,05:00pm,07:30pm,"14 
                          April
                          2015","Room C219-20 and
the 2"
"14 
                          March
                          2015",Alumni Reunion: Celebrating 65 Years of HR and Personnel Management,03:30pm,10:00pm,"14 
                          March
                          2015","Middlesex University, The Burroughs, London NW4
4BT"
"16 
                          March
                          2015",Changing Prisons in Challenging Times,12:00pm,04:30pm,"16 
                          March
                          2015","Committee Room 1,
Hendon Town Hall, The Burroughs, London NW4 4AX"
"25 
                          February
                          2015",Inaugural lecture: Ergin Cavusoglu,04:30pm,07:30pm,"25 
                          February
                          2015","Room C211, College Building, Middlesex University, Hendon NW4 4BT"
"25 
                          February
                          2015","Political violence, conflict and terrorism in contemporary societies",05:00pm,06:30pm,"25 
                          February
                          2015","Room C204, College Building, Middlesex
University, The Burroughs, London, NW4 4BT"
"4 
                          March
                          2015",SPRC 25th Anniversary and Prof Ryan's Inaugural Lecture,02:00pm,07:30pm,"4 
                          March
                          2015","Committee Room 3, Hendon Town Hall (adjacent to Middlesex University), The Burroughs, London NW4 4AX"
"17 
                          February
                          2015",Distinguished Lecture Series: Ken Kroner - The Future of Investing,05:15pm,08:00pm,"17 
                          February
                          2015","C219, Executive Boardroom, College Building, Hendon Campus, Middlesex University"
"12 
                          February
                          2015",Economics Seminar Series: Prof. Shaun Hargreaves Heap,12:30pm,02:00pm,"12 
                          February
                          2015",VG02
"12 
                          February
                          2015",Talk About Language: 'Producing and transcribing varieties of English',03:00pm,05:00pm,"12 
                          February
                          2015","V104, Vine Building, Hendon campus, The Burroughs, London, NW4 4BT"
"5 
                          February
                          2015",LGBT History Month: Seminar,04:30pm,06:00pm,"5 
                          February
                          2015","Committee Room 3, Town Hall, Middlesex University, London NW4 4BT"
"6 
                          March
                          2015",Necklace for an Elephant and Other Stories: the Working Lives of David Poston,10:00am,05:00pm,"13 
                          February
                          2015","Atrium, Grove Building, Hendon Campus, Middlesex University"
"7 
                          February
                          2015",Undergraduate Open Day,10:00am,03:00pm,"7 
                          February
                          2015","Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"11 
                          March
                          2015",Creative Economies,09:30am,12:30pm,"11 
                          March
                          2015","The
Council Chamber, BBC Broadcasting House, Portland Place, London W1"
"10 
                          February
                          2015",Business Networking and MBA Information Evening,06:30pm,09:00pm,"10 
                          February
                          2015","The Palace Hotel Downtown Dubai (next to Dubai Mall) The Old Town Island, Dubai"
"11 
                          February
                          2015",Transforming Sales Innovation: Business Breakfast & Networking,07:30am,10:00am,"11 
                          February
                          2015","The Palace Hotel Downtown Dubai (next to Dubai Mall) The Old Town Island, Dubai"
"6 
                          February
                          2015",Fine Art Events Week,09:00am,05:00pm,"3 
                          February
                          2015","The Grove, Middlesex University, The Burroughs, London NW4 4BT"
"3 
                          February
                          2015",Talk About Language: 'Like or else...!',02:00pm,03:30pm,"3 
                          February
                          2015","V103, Vine Building, Hendon campus, The Burroughs, London, NW4 4BT"
"3 
                          February
                          2015",AIM’s Support for Creative Start-ups,06:15pm,07:15pm,"3 
                          February
                          2015","Middlesex University Concert Room, Grove B building, The Burroughs, Hendon, London, NW4 4BT"
"11 
                          February
                          2015",Business Networking with a focus on BIM (Building Information Modelling),06:30pm,09:00pm,"11 
                          February
                          2015","The Palace Hotel Downtown Dubai (next to Dubai Mall) The Old Town Island, Dubai"
"4 
                          February
                          2014",Professor George Hart: Maths is Cool!,01:30pm,02:30pm,"4 
                          February
                          2015","Room C219, College Building, Middlesex University, Hendon, London, NW4 4BT"
"18 
                          February
                          2015",Inaugural Lecture: Professor Kevin McDonald,05:00pm,08:00pm,"18 
                          February
                          2015","Room C211, 2"
"28 
                          February
                          2015","Louts, Love and London: Illustration Exhibition",12:00pm,11:00pm,"2 
                          February
                          2015","Poetry Cafe, 22 Betterton Street, London WEC2H 9BX"
"3 
                          February
                          2015","Immemorial - A performance seminar by Graeme Miller, with Sarah Wishart and Carl Lavery",06:30pm,08:30pm,"3 
                          February
                          2015","Ravensfield
Theatre, Ravensfield House, Hendon campus, London, NW4 4BT"
"16 
                          April
                          2015",Human Rights Practice short course,06:00pm,08:00pm,"22 
                          January
                          2015","Old Council Chamber, The
Law Society,
113 Chancery Lane, London WC2A 1PL"
"23 
                          January
                          2015",Talk About Language - 'Online Resources for Grammar Teaching',01:30pm,03:00pm,"23 
                          January
                          2015","Room VG07, Vine Building, Hendon campus, The Burroughs,
London, NW4 4BT"
"29 
                          January
                          2015",Economics Seminar Series: Michael Vlassopoulos,12:30pm,02:00pm,"29 
                          January
                          2015",W213
"21 
                          January
                          2015",Preparing for the future and dealing with uncertainty using scenario planning,04:30pm,06:00pm,"21 
                          January
                          2015",Room WG142
"21 
                          January
                          2015",Inaugural Lecture: Professor Arie Nouwen,05:00pm,06:00pm,"21 
                          January
                          2015","Room C211, College Building, Middlesex University, The Burroughs, Hendon, London, NW4 4BT"
"29 
                          January
                          2015",“Zola Mannie: 'Vulnerability to depression',04:00pm,05:00pm,"29 
                          January
                          2015","Room V101, Vine Building, Hendon campus, The Burroughs, London, NW4 4BT"
"14 
                          January
                          2015",Inaugural Lecture: Professor Alan Durant,04:30pm,07:30pm,"14 
                          January
                          2015","Second Floor Mezzanine and Room C219-20, College Building, Middlesex University, Hendon, London"
"15 
                          January
                          2015",Urban and Cultural Heritage Symposium 2015,09:30am,05:00pm,"15 
                          January
                          2015","Room C219, College Building, Hendon Campus, Middlesex University"
"15 
                          January
                          2015",On the failure to develop the hypothesis that white people are white,12:00pm,01:00pm,"15 
                          January
                          2015",Room HG09
"18 
                          January
                          2015",Holocaust Memorial Day,12:00pm,04:00pm,"18 
                          January
                          2015","Rickett Quadrangle, Middlesex University, The Burroughs, Hendon, London"
"12 
                          December
                          2014","Prenatal parenting, newborn methylation, and child development",12:00pm,01:00pm,"12 
                          December
                          2014",Committee Room 3 (Town Hall)
"13 
                          December
                          2014",Transmission - A Performance Symposium,10:00am,04:30pm,"13 
                          December
                          2014","The Grove Dance Theatre, Grove building, Hendon campus, NW4 4BT"
"16 
                          December
                          2014",Mathematics Christmas Lecture,12:00pm,12:50pm,"16 
                          December
                          2014","Room C219, College Building, Hendon campus, London, NW4 4BT."
"8 
                          December
                          2014",Professor Kurt Barling's Book Launch/Human rights debate,04:30pm,07:30pm,"8 
                          December
                          2014","Middlesex
University, Room C219-20 (debate) and the Second Floor
Mezzanine (book launch), College Building"
"9 
                          December
                          2014",Seminars on Latin America,06:00pm,08:00pm,"9 
                          December
                          2014","Williams Building Room 142, Middlesex University, Hendon, London"
"10 
                          December
                          2014",Inaugural Lecture: Mark Franko,05:00pm,07:30pm,"10 
                          December
                          2014","C211 Lecture Theatre, College Building, Hendon campus, London, NW4 4BT."
"28 
                          November
                          2014",Marketing Seminar Series: Dr Emmanuella Plakoyiannaki,12:30pm,02:00pm,"28 
                          November
                          2014","C205 College Building, Hendon Campus, Middlesex University, London"
"2 
                          December
                          2014",Manufacturing stereotypes of benefit claimants - House of Commons,06:30pm,08:00pm,"2 
                          December
                          2014","Committee Room 16, House of Commons, London SW1A 0AA"
"3 
                          December
                          2014",Ethnic Minority Entrepreneurship seminar,12:30pm,02:30pm,"3 
                          December
                          2014","Committee Room 2, Hendon Town Hall, The Burroughs, London NW4 4AX"
"3 
                          December
                          2014",Going Solo: Exploring the intimate and broader relationships of older single women without children,04:30pm,06:30pm,"3 
                          December
                          2014",Committee Room 3
"25 
                          November
                          2014",Narratives of the Body: Shobana Jeyasingh on the research behind her recent dance works,06:00pm,08:00pm,"25 
                          November
                          2014","Studio 2, The Grove, Hendon campus, NW4 4BT"
"22 
                          January
                          2015",Economics Seminar Series: Colin Ellis,12:30pm,02:00pm,"22 
                          January
                          2015",Barn 1
"19 
                          November
                          2014",Inaugural Doctoral Lecture: Dr Alice Donald,05:00pm,07:30pm,"19 
                          November
                          2014","Room C211,
2"
"20 
                          November
                          2014",Distinguished Lecture Series: Tim Butcher,05:00pm,08:00pm,"20 
                          November
                          2014","Executive Boardroom, College Building"
"19 
                          November
                          2014",Inaugural Lecture: Professor Praveen Kujal,05:00pm,07:30pm,"19 
                          November
                          2014","Room W142, Williams Building, Hendon Campus, Middlesex University, London NW4 4BT"
"20 
                          January
                          2015",Richard Layzell on Willow Patterns and Widening Participation,06:30pm,08:30pm,"20 
                          January
                          2015","Grove Dance Theatre (G190), the Grove, Middlesex University, Hendon, London, NW4 4BT"
"6 
                          November
                          2014",Pathogen Identification and Antibiotic Resistance Monitoring by Mass Spectrometry,09:30am,04:00pm,"6 
                          November
                          2014","Department of Natural Sciences, Hendon Campus, London, NW4 4BT"
"12 
                          November
                          2014",Scholarship Ceremony,05:00pm,09:00pm,"12 
                          November
                          2014","The Rickett Quadragle, Hendon Campus, The Burroughs, Hendon, London, NW4 4BT"
"24 
                          October
                          2014",Marketing Seminar Series: Professor Nick Lee,12:30pm,02:00pm,"24 
                          October
                          2014","Executive Boardroom (C219/220),
College Building"
"31 
                          October
                          2014",Marketing Seminar Series: Nicholas Ind,12:30pm,02:00pm,"31 
                          October
                          2014","Williams W142, Hendon Campus, Middlesex University"
"26 
                          October
                          2014",Inside Out Festival with Fine Art,09:00am,08:00pm,"20 
                          October
                          2014",Middlesex University
"17 
                          December
                          2014",Black Lives Matter: Race and Racism in the US,05:00pm,06:30pm,"17 
                          December
                          2014","CG13 College Building, Middlesex University, Hendon, London"
"21 
                          October
                          2014",Dr Dominic Pasura Book Launch: 'African Transnational Diasporas',04:30pm,06:30pm,"21 
                          October
                          2014","Middlesex
University, Room C219-20 & 2nd Floor Mezzanine, College Building, Hendon
Campus, London, NW4 4BT"
"23 
                          October
                          2014",Researching learning and teaching issues: Reflecting on an action research approach,12:00pm,01:00pm,"23 
                          October
                          2014","Room VG02, Vine Building, Hendon campus, NW4 4BT"
"10 
                          October
                          2014",Chief Nursing Officer's Black and Minority Ethnic Advisory Group Conference,08:30am,05:30pm,"10 
                          October
                          2014","Tottenham Hotspur Football Club, 748 High Road London N17 0AP"
"10 
                          October
                          2014",Symposium on Turkey,09:30am,05:00pm,"10 
                          October
                          2014","Barnet Town Hall, Committee Room 3"
"15 
                          October
                          2014",Inaugural Lecture: Professor Louise Ryan,12:00am,12:00am,"15 
                          October
                          2014","Room C211, College Building, Hendon campus"
"24 
                          September
                          2014",Interdisciplinary Techniques to Reduce Uncertainty in the Sciences,10:00am,05:00pm,"24 
                          September
                          2014","CG82, College Building, Hendon Campus"
"16 
                          October
                          2014",Centre for Education Research and Scholarship (CERS) opens,05:00pm,07:00pm,"16 
                          October
                          2014","Room C219, College Building"
"28 
                          January
                          2015",Collyer Bristow Student Award and Exhibition,09:00am,05:00pm,"9 
                          October
                          2014","Collyer Bristow4
Bedford Row"
"15 
                          September
                          2014",Primary Colours MA Fine Art Showcase,06:00pm,04:00pm,"11 
                          September
                          2014","Fine Art Studios, G309"
"16 
                          September
                          2014",ESRC seminar series: home-based businesses in their local settings,09:30am,04:30pm,"16 
                          September
                          2014","C219-C220, Middlesex University, Hendon campus, London NW4 4BT"
"5 
                          September
                          2014",Last Day of Exhibition on Urban Regeneration,09:30am,06:30pm,"5 
                          September
                          2014",The Grove Building
"12 
                          September
                          2014",Gender and Nationalism: An International Conference,01:00pm,04:30pm,"11 
                          September
                          2014","Room C219, C220 and Boardroom, College Building, Hendon campus"
"19 
                          June
                          2014",Inaugural Lecture: Professor Sue Dyson,12:00am,12:00am,"19 
                          June
                          2014","Room HG19 Hatchcroft Building, Hendon Campus."
"27 
                          July
                          2014",Interiors and Dance Summer School - Mobile Thresholds,10:00am,07:00pm,"26 
                          July
                          2014","Palazzo Orsini, Bomarzo, Italy"
"26 
                          November
                          2014",Marketing Seminar Series: Dr Ben Lowe,01:00pm,03:30pm,"26 
                          November
                          2014","W142 Williams Building, Hendon Campus, Middlesex University, London"
"30 
                          May
                          2014",School of Law Roundtable Seminar: Wildlife Law Reform and the Future Protection of Wildlife,12:00am,12:00am,"30 
                          May
                          2014","The Barn, Hendon campus"
"3 
                          June
                          2014",Financing SME Growth in the UK: Meeting the Challenges after the Global Financial Crisis,12:00am,12:00am,"3 
                          June
                          2014",.
"11 
                          June
                          2014",Inaugural Lecture: Laurent Pech,12:00am,12:00am,"11 
                          June
                          2014","C211, College Building, Hendon campus"
"19 
                          June
                          2014",Research Student Summer Conference,12:00am,12:00am,"19 
                          June
                          2014","College Building, Hendon campus."
"15 
                          May
                          2014",On Methodology: Benjamin and Method,12:00am,12:00am,"15 
                          May
                          2014","Thursday 15 May - Room C206, College Building, Hendon campus"
"24 
                          July
                          2014",CADCAM Robotics and Factories of the Future Conference 2014,09:00am,04:30pm,"22 
                          July
                          2014","Room CG76, College Building, Hendon campus"
"20 
                          September
                          2014",Undergraduate open day,10:00am,03:00pm,"20 
                          September
                          2014",Hendon campus
"30 
                          April
                          2014",CEEDR Seminar: Discouraged borrowers – perspectives on the arc of discouragement,12:00am,12:00am,"30 
                          April
                          2014","Room W142, Williams Building Hendon"
"1 
                          May
                          2014",On the wrong train? ACT to get where you want to be: an evening seminar on Acceptance and Commitment Training,12:00am,12:00am,"1 
                          May
                          2014","Room C114, College Building, Hendon campus."
"22 
                          May
                          2014",Inaugural Lecture: Nicholas Mirzoeff,12:00am,12:00am,"22 
                          May
                          2014","Room C211, College Building, Hendon campus"
"30 
                          April
                          2014","Gender, Language and the Media",12:00am,12:00am,"30 
                          April
                          2014","Room H116, Hatchcroft building, Hendon campus."
"10 
                          April
                          2014","Music Concerts and Colloquia series – Concert, featuring a performance of Mozart’s Requiem",12:00am,12:00am,"10 
                          April
                          2014","The Quad, Hendon campus"
"10 
                          April
                          2014",EID Research Seminar Series: Product durability and trade volatility,12:00am,12:00am,"10 
                          April
                          2014","Room WG48, Hendon campus"
"14 
                          May
                          2014",CEEDR Seminar: Mutuality in public services,12:00am,12:00am,"14 
                          May
                          2014","Room W142, Williams building, Hendon"
"15 
                          April
                          2014",Work,12:00am,12:00am,"15 
                          April
                          2014","Grove Building, Room G230 and Theatre Arts Studio 2, Hendon campus."
"5 
                          September
                          2014",'Don't Call Me Urban' A Simon Wheatley Photography Exhibition,12:00pm,06:30pm,"1 
                          September
                          2014","Grove
Atrium"
"16 
                          April
                          2014",Inaugural Lecture: Aaqil Ahmed,12:00am,12:00am,"16 
                          April
                          2014","Room C211, College Building, Hendon"
"12 
                          May
                          2014",The London Experimental Workshop (LEW),12:00am,12:00am,"12 
                          May
                          2014","Room CG76, College Building, Hendon campus."
"4 
                          April
                          2014",War Stories: Images in response to WW1,12:00am,12:00am,"4 
                          April
                          2014",Poetry Café (The Poetry Place)
"29 
                          May
                          2014",International dimensions of addiction,12:00am,12:00am,"29 
                          May
                          2014","CG41, Hendon campus, Middlesex University, the Burroughs"
"31 
                          March
                          2014",Talk about Language: Parseltongue and Estonian Swedish,12:00am,12:00am,"31 
                          March
                          2014","Room C209 College Building, Hendon campus"
"2 
                          April
                          2014",Inaugural Lecture: Thomas Lange,12:00am,12:00am,"2 
                          April
                          2014","Room W142, Williams Building, Hendon"
"2 
                          April
                          2014",Tourism Policy Research Group public seminar,12:00am,12:00am,"2 
                          April
                          2014","Williams Building Room W142, Hendon campus."
"21 
                          March
                          2014",Love and Information,12:00am,12:00am,"21 
                          March
                          2014",Ravensfield Theatre
"26 
                          March
                          2014",Inaugural Lecture: Professor Clive Boddy,12:00am,12:00am,"26 
                          March
                          2014","Room W142, Williams Building, Hendon"
"27 
                          March
                          2014",EID Research Seminar Series: Looking ahead: Subjective Time perception and Individual Time Discounting,12:00am,12:00am,"27 
                          March
                          2014","Room W149, Hendon campus"
"28 
                          March
                          2014",3rd Marketing and Strategy Research Seminar Series,12:00am,12:00am,"28 
                          March
                          2014","Room C205, College Building, Hendon"
"16 
                          May
                          2014",Water Conference,12:00am,12:00am,"16 
                          May
                          2014","Registration on the day in the 2nd Floor Mezzanine, presentations in the 2nd Floor Executive Board Room, College Building, Hendon Campus"
"21 
                          May
                          2014",Inaugural Lecture: Professor Julia Davidson,12:00am,12:00am,"21 
                          May
                          2014","Room C211, College Building, Hendon campus"
"28 
                          March
                          2014",Blood Wedding,12:00am,12:00am,"28 
                          March
                          2014",Ravensfield Theatre
"6 
                          March
                          2014",EID Research Seminar Series: Creative Production and Exchange of Ideas: An Experiment,12:00am,12:00am,"6 
                          March
                          2014","Port 7a, Hendon campus"
"6 
                          March
                          2014","What is pain acceptance, and how does it change? A longitudinal analysis of the roles played by motivation and behaviour in pain acceptance changes.",12:00am,12:00am,"6 
                          March
                          2014","Room VG02, Hendon campus"
"12 
                          March
                          2014",Inaugural Lecture: Katy Deepwell,12:00am,12:00am,"12 
                          March
                          2014","Room C211, Hendon campus."
"20 
                          March
                          2014",Organ Recital by Sir Nicholas Jackson,12:00am,12:00am,"20 
                          March
                          2014","St Mary's Church, Church End, Hendon, London, NW4 4JT"
"13 
                          February
                          2014",Inaugural lecture: Professor Brad Blitz,12:00am,12:00am,"13 
                          February
                          2014","Grove Atrium, Hendon."
"27 
                          February
                          2014",From hitting to tattling to gossip: an evolutionary rationale for the development of indirect aggression in children,12:00am,12:00am,"27 
                          February
                          2014","Room C113, Hendon campus"
"26 
                          February
                          2014",Inaugural Lecture: Professor Paul Haywood,12:00am,12:00am,"26 
                          February
                          2014","C211, Hendon campus"
"3 
                          April
                          2014",Investigating corporate psychopaths using management research methods – main findings so far,12:00am,12:00am,"3 
                          April
                          2014","Room HG03, Hendon campus."
"10 
                          December
                          2013",Inaugural lecture: Professor Hilary Robinson,12:00am,12:00am,"10 
                          December
                          2013","Board Room (C219/C220), College Building, Hendon campus"
"4 
                          December
                          2013",World Film Festival 2013 – Indian Film (Student Poll),12:00am,12:00am,"4 
                          December
                          2013","Room C211, Hendon"
"22 
                          January
                          2014",Inaugural Lecture: Professor Rebecca Fortnum,12:00am,12:00am,"22 
                          January
                          2014","Room H116, Hatchcroft, Hendon"
"29 
                          January
                          2014",Inaugural Lecture: Professor Carole-Anne Upton,12:00am,12:00am,"29 
                          January
                          2014","Ravensfield Theatre, Ravensfield"
"3 
                          April
                          2014",EID Research Seminar Series: Two notes on Altruism and Conflict,12:00am,12:00am,"3 
                          April
                          2014","Room W149, Hendon campus"
"3 
                          December
                          2013",Psychology seminar series 2013-14: The WoW Factor: Exploring the effects of violence in games,12:00am,12:00am,"3 
                          December
                          2013","HG09, Hendon campus"
"7 
                          November
                          2013",Psychology seminar series 2013-14: Cognitive aging and modelling the compensatory processes,12:00am,12:00am,"7 
                          November
                          2013",HG09
"13 
                          November
                          2013",Inaugural lecture: Professor Feona Attwood,12:00am,12:00am,"13 
                          November
                          2013","H116, Hatchcroft, Hendon campus"
"1 
                          April
                          2014",Evening Seminar and Consultation: Person Centred Practice in Adult Social Care,12:00am,12:00am,"1 
                          April
                          2014","Room CG47, Hendon campus"
"21 
                          November
                          2013",Psychology seminar series 2013-14: Longitudinal reciprocity in chimpanzee allogrooming,12:00am,12:00am,"21 
                          November
                          2013",HG09
"27 
                          November
                          2013",CEEDR Seminar: Skills - the solution to low wage work?,12:00am,12:00am,"27 
                          November
                          2013","W142, Hendon campus"
"15 
                          April
                          2014",BIS/ESRC Seminar - Entrepreneurship and homes: policy and practice,09:30am,04:30pm,"15 
                          January
                          2014","BIS Conference Centre, 1 Victoria Street, London, SW1H 0ET"
"6 
                          November
                          2013",Inaugural lecture: Professor Phil Cleaver,12:00am,12:00am,"6 
                          November
                          2013","H116, Hatchcroft"
"7 
                          November
                          2013",Stopping decisions in memory recall,12:00am,12:00am,"7 
                          November
                          2013","HG09, Hendon campus"
"23 
                          October
                          2013","CEEDR Seminar - The State, the Market and Regional Inequality: Critical Reflections on the South East",12:00am,12:00am,"23 
                          October
                          2013","W142, Hendon"
"20 
                          November
                          2013",Inaugural lecture: Professor Kurt Barling,12:00am,12:00am,"20 
                          November
                          2013","H116, Hatchcroft"
